TEXT,LABEL
"Discovery cohort, cohort 1 (Ironmet): this is a cross-sectional case-control study setting at the Endocrinology Department of Josep Trueta University Hospital.",Case-control study
A recent study compared gastric digestion of milk proteins in adult and elderly in vitro digestion models and found that the elderly model showed significantly delayed digestion with aggregated milk proteins (60).,"In vitro research, Laboratory research"
"Considering men and women together, the interventions did not affect the concentrations of total SCFA or the concentrations of the main SCFA acetate, propionate and butyrate compared to placebo (Fig.",Randomised controlled trial
"Near half of the subjects increased their LDL-C levels (55%) and the plasma LDL-C variation ranged from -1.7 mmol/L to +1.0 mmol/L, which shows the large inter-individual variability of the LDL-C response to the n-3 PUFA supplementation observed in this cohort.",Cohort study
The reproduction performance and the incidences of six common diseases between the intervention and control groups were compared using the chi-square test.,Randomised controlled trial
"A total of 252 catfish (67.20 Â± 1.46 g) were randomly divided into 3 groups which were fed with basal diet, Lc-added (3.0 Ã 108 cfu/g) or Lp-added (3.0 Ã 108 cfu/g) diets, respectively.",Randomised controlled trial
"As per the NHANES guidelines, each variable was matched with the weight corresponding to the smallest subsample of individuals (Johnson et al., 2013).","Narrative review, Expert opinion, Editorial, Ideas"
Meat-Rich Diets in Healthy Participants: A Randomized Controlled Trial,Randomised controlled trial
"Nonetheless, the significant treatment effect observed in the current study demonstrates how each lifestyle intervention under investigation resulted in modification of the AL ratio to varying extents among older adults with obesity.",Cohort study
"The potentially favorable changes in LDL particle size, Apo CIII, and Lp-PLA2 might contribute to reduced CVD risk with OM3-CA therapy; however, this remains to be demonstrated in clinical outcomes trials.",Randomised controlled trial
"This NHANES pilot study reported a higher creatinine-adjusted mean BPA concentration (3.0 Âµg/g) among children 3â? years than we reported in our study, however the NHANES pilot study included a convenience sample of n = 122 children and was not population-based [57].",Cross-sectional study
Studies evaluated for potential inclusion in the meta-analysis were estimated for quality using the following criteria: 1) randomization; 2) double blinding (participant masking and researcher masking); 3) withdrawal reporting (total number and reasons for withdrawal); 4) allocation concealment; and 5) generation and use of random numbers.,Meta-analysis
"According to NCEP-ATPIII guidelines, the MetS in individuals of cohorts 3 and 4 was diagnosed if three or more of the five following stigmata were present: waist circumference >102 cm in men and >88 cm in women, TG â?.7 mmol/l (150 mg/dl), HDL-C <1.0 mmol/l (40 mg/dl) in men and <1.3 mmol/l (50 mg/dl) in women, blood pressure â?30/â?5 mmHg, and fasting glucose â?.1 mmol/l (110 mg/dl) but <7 mmol/L.",Cohort study
"Due to privacy or ethical restrictions, the data that support the findings will be made available on requests from the Guangzhou Biobank Cohort Study Data Access Committee (gbcsdata@hku.hk).",Cohort study
"The authors estimate, based on a meta-analysis of 65 papers, that if a person changes from consuming exclusively conventional fruit and vegetables to consuming the organic alternatives of the same products in the same amounts, the intake of all secondary metabolites would increase by approximately 12%, and the intake of more specifically defence-related secondary metabolites would increase by approximately 16%.28 Whether such a difference has health-related implications remains to be shown.",Meta-analysis
"To test their phenotypic effects and to evaluate metabolic consequences in vivo, we focused on three putative variants identified in the human GCKR gene by building four transgenic humanized ZF models.","In vitro research, Laboratory research"
"Subsequently, 20% were randomly selected for independent verification at each stage by a second reviewer, which is identified as a limitation of this paper based on the PRISMA guidelines.",Systematic analysis
"Using levels of significance of less than 0.05 and 80% power, a sample size of between ten and twelve subjects per group was required to observe a 10% decrease in LDL cholesterol concentration in the intervention group, assuming that no change would occur in cholesterol concentration in the control group.",Randomised controlled trial
"Our recommendation for clinicians is to wait for more evidence, because these results support further clinical studies on fasting as an adjuvant to hormone therapy in various types of breast cancer [136].","Narrative review, Expert opinion, Editorial, Ideas"
