PMCID,ORIGINAL SENTENCE,NER ANNOTATION,IAO SECTION
PMC5708064_v1,"Results of the NHANES pilot study of children 3–5 years were higher than our results for MEP (42.6 µg/g) and MEOHP (13.2 µg/g), and were comparable to our results for MCPP (3.9 µg/g) [57].","[{""entity_group"": ""methodology"", ""word"": ""pilot study"", ""start"": 22, ""end"": 33, ""score"": 0.9998456239700317}]",IAO:0000319 discussion section
PMC5713114_v1,The obtained calibration curve had a slope equal to 5.46 μA·mM−1 and an intercept of 0.67 μA.,"[{""entity_group"": ""methodology"", ""word"": ""##libra"", ""start"": 15, ""end"": 20, ""score"": 0.534110963344574}]",IAO:0000318 results section; IAO:0000319 discussion section
PMC5713114_v1,AOAC prescribes the minimum analytical performance requirements of analytical methods for the quality control of food products.,"[{""entity_group"": ""methodology"", ""word"": ""quality control"", ""start"": 94, ""end"": 109, ""score"": 0.9985688924789429}]",IAO:0000318 results section; IAO:0000319 discussion section
PMC5713114_v1,"Therefore, the studied sensor had a great potential for practical application and can be considered as a low-cost, simple and rapid alternative to the classical methods to quantify glucose in food samples for quality control.","[{""entity_group"": ""methodology"", ""word"": ""quality control"", ""start"": 209, ""end"": 224, ""score"": 0.9928333759307861}]",IAO:0000318 results section; IAO:0000319 discussion section
PMC5743575_v1,FTIR coupled with controlled environment studies of plants and direct effects on fitness of pollen with different composition has the potential to shed new light on the evolutionary significance of plant male function and adaptation.,"[{""entity_group"": ""methodology"", ""word"": ""controlled environment studies"", ""start"": 18, ""end"": 48, ""score"": 0.9984167218208313}]",IAO:0000615 conclusion section
PMC5772352_v1,A randomized controlled trial to evaluate the effects of high Protein Complete (lActo) VEgetaRian (PACER) diet in non-diabetic obese Asian Indians in North India,"[{""entity_group"": ""methodology"", ""word"": ""randomized controlled trial"", ""start"": 2, ""end"": 29, ""score"": 0.9992729425430298}]",IAO:0000305 document title
PMC5772352_v1,"The present study was designed to evaluate the effects of a “High Protein Complete (lacto) VEgetaRian Diet (Acronym; ‘PACER diet’), on weight, body composition and metabolic profiles in non-diabetic obese Asian Indians living in north India.In this 8-week randomized control trial, 102 vegetarian subjects with body mass index (BMI) >25 kg/m2 were randomized to either a test diet (PACER diet; high protein, high fat and moderately low carbohydrate, lacto-vegetarian diet) or control diet (standard vegetarian diet formulated as the dietary guidelines for Asian Indians) after 4 weeks of diet and exercise run-in period.","[{""entity_group"": ""methodology"", ""word"": ""randomized control trial"", ""start"": 256, ""end"": 280, ""score"": 0.9996415376663208}, {""entity_group"": ""methodology"", ""word"": ""dietary guidelines"", ""start"": 533, ""end"": 551, ""score"": 0.9982010722160339}]",IAO:0000315 textual abstract section
PMC5772352_v1,"Percent reductions in the intervention group for weight (6.1± 2.9; p < 0.001), WC (3.9 ± 1.7; p < 0.001), FPG (5.9 ± 3.2; p < 0.001), total cholesterol (10.2 ± 6.3: p < 0.001), serum triacylglycerol (13.6 ± 10.6; p < 0.001) and low-density lipoprotein cholesterol (11.9 ± 7.1; p < 0.001]) were significantly greater than the control diet group.","[{""entity_group"": ""methodology"", ""word"": ""intervention group"", ""start"": 26, ""end"": 44, ""score"": 0.9999092817306519}]",IAO:0000315 textual abstract section
PMC5772352_v1,"Exclusion criteria included those with hypothyroidism, T2DM, uncontrolled lipids (serum triacylglycerol [TAG] > 500 mg/dL and low density lipoprotein-cholesterol (LDL-c >160 mg/dL), renal disease, acute infection, known allergy for peanuts or soy/soy products, fluctuating weight (gain or loss of >3 kg) in last 6 months, or on weight loss drugs (or involved in structured weight loss programs), on lipid altering medications, mental instability or excessive alcohol consumption (more than 2 drinks/day).","[{""entity_group"": ""methodology"", ""word"": ""exclusion criteria"", ""start"": 0, ""end"": 18, ""score"": 0.9998931288719177}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC5772352_v1,"Sample size for the study was computed to detect minimum of 5% additional reduction in intervention as compared to the control arm with the following assumptions: level of significance 5%; power 90%, loss to follow up 10%.","[{""entity_group"": ""methodology"", ""word"": ""control arm"", ""start"": 119, ""end"": 130, ""score"": 0.9997437000274658}]",IAO:0000317 methods section
PMC5772352_v1,The total duration of the intervention was 8 weeks after completion of standard 4 weeks of diet and exercise run-in period (a standard time period to prepare all participants for the study and bring them at a common start point) similar to the intervention period in one of our previous studies [24].,"[{""entity_group"": ""methodology"", ""word"": ""intervention period"", ""start"": 244, ""end"": 263, ""score"": 0.9998652935028076}]",IAO:0000317 methods section
PMC5772352_v1,"All recruited subjects were vegetarians, thus a vegetarian diet (protein, 15%; carbohydrates, 60%; and fat, 25%) was formulated according to the standard dietary guidelines for Asian Indians.","[{""entity_group"": ""methodology"", ""word"": ""dietary guidelines"", ""start"": 154, ""end"": 172, ""score"": 0.998577892780304}]",IAO:0000317 methods section
PMC5772352_v1,Subjects randomized to the control arm were asked to continue with the same diet as advised in the run-in period while those randomized to the experimental group were advised the PACER diet.,"[{""entity_group"": ""methodology"", ""word"": ""control arm"", ""start"": 27, ""end"": 38, ""score"": 0.9999046921730042}, {""entity_group"": ""methodology"", ""word"": ""experimental group"", ""start"": 143, ""end"": 161, ""score"": 0.9998866319656372}]",IAO:0000317 methods section
PMC5772352_v1,A randomized controlled parallel design was used to compare the effect of a test diet (PACER diet; intervention group) vs.,"[{""entity_group"": ""methodology"", ""word"": ""randomized controlled parallel design"", ""start"": 2, ""end"": 39, ""score"": 0.9986108541488647}, {""entity_group"": ""methodology"", ""word"": ""intervention group"", ""start"": 99, ""end"": 117, ""score"": 0.9997305274009705}]",IAO:0000317 methods section
PMC5772352_v1,"a standard vegetarian diet (control group) over a period of 8 weeks, after a run-in period of 4 weeks as mentioned.","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 28, ""end"": 41, ""score"": 0.9998573064804077}]",IAO:0000317 methods section
PMC5772352_v1,In case any of the subjects allocated in one arm was interested in following the other diet plan then they were suggested to follow the other diet plan after completion of the intervention period.,"[{""entity_group"": ""methodology"", ""word"": ""intervention period"", ""start"": 176, ""end"": 195, ""score"": 0.9993754625320435}]",IAO:0000317 methods section
PMC5772352_v1,After randomization two participants from the control group withdrew their consent within the first week due to hectic work schedules (Fig.,"[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 46, ""end"": 59, ""score"": 0.9998345375061035}]",IAO:0000317 methods section
PMC5772352_v1,"In total, 102 obese subjects were randomly allocated to one of the two diets; PACER diet (high protein, high fat and moderately low carbohydrate, lacto-vegetarian; n = 52) or control diet (n = 50) after a four week run-in period.","[{""entity_group"": ""methodology"", ""word"": ""randomly allocated"", ""start"": 34, ""end"": 52, ""score"": 0.999776303768158}]",IAO:0000317 methods section
PMC5772352_v1,"During the run-in period, all participants consumed the diets according to their height, weight, and physical activity level, formulated as per the dietary guidelines for Asian Indians [25].","[{""entity_group"": ""methodology"", ""word"": ""dietary guidelines"", ""start"": 148, ""end"": 166, ""score"": 0.9992780089378357}]",IAO:0000317 methods section
PMC5772352_v1,"However, 2 subjects in the control group and 4 subjects in intervention group were excluded from the study due to poor compliance.","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 27, ""end"": 40, ""score"": 0.9997544288635254}, {""entity_group"": ""methodology"", ""word"": ""intervention group"", ""start"": 59, ""end"": 77, ""score"": 0.9997007846832275}]",IAO:0000317 methods section
PMC5772352_v1,"The effect of Pacer diet was found to be consistent in the stratified analysis by gender, i.e.","[{""entity_group"": ""methodology"", ""word"": ""##fied"", ""start"": 65, ""end"": 69, ""score"": 0.49111196398735046}]",IAO:0000317 methods section
PMC5772352_v1,"Of the 102 participants (64 females and 38 males, all included in ITT analysis), 89 (44 control and 45 intervention group) completed the study.","[{""entity_group"": ""methodology"", ""word"": ""intervention group"", ""start"": 103, ""end"": 121, ""score"": 0.9996882081031799}]",IAO:0000318 results section
PMC5772352_v1,"The post intervention effect size and its 95% CI for FPG levels was significantly higher −2.7 (−3.9 to −1.6) in the intervention group as compared to the control group (Table 4), the percent reduction in serum insulin levels despite being more in the intervention group −2.5 (−6.0 to 1.0) were not statistically significant.","[{""entity_group"": ""methodology"", ""word"": ""intervention group"", ""start"": 116, ""end"": 134, ""score"": 0.999914824962616}, {""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 154, ""end"": 167, ""score"": 0.9999038577079773}, {""entity_group"": ""methodology"", ""word"": ""intervention group"", ""start"": 251, ""end"": 269, ""score"": 0.9999403953552246}]",IAO:0000318 results section
PMC5772352_v1,The percent reduction for systolic blood pressure (SBP) in the intervention group was also significantly higher −1.53 (−2.28 to −0.78).,"[{""entity_group"": ""methodology"", ""word"": ""intervention group"", ""start"": 63, ""end"": 81, ""score"": 0.9997227191925049}]",IAO:0000318 results section
PMC5772352_v1,"The percentage reductions (difference, 95% CI) in the intervention group were higher for TC −4.8 (−7.0 to −2.6), triacylglycerol −7.2 (−10.6 to −3.8), LDL-c 1.4 (−1.5 to 4.2) while no significant effect was seen on HDL-c levels (Fig.","[{""entity_group"": ""methodology"", ""word"": ""intervention group"", ""start"": 54, ""end"": 72, ""score"": 0.9998668432235718}]",IAO:0000318 results section
PMC5772352_v1,Two participants in the intervention group reported flatulence and heaviness of abdomen; they were advised to keep adequate gaps (minimum two hours) between two consecutive meals and eat food at a slower pace.,"[{""entity_group"": ""methodology"", ""word"": ""intervention group"", ""start"": 24, ""end"": 42, ""score"": 0.9998688697814941}]",IAO:0000318 results section
PMC5772352_v1,"This is the first higher protein, higher fat and moderately lower carbohydrate dietary intervention as compared to standard vegetarian control diet in Asian Indians, which demonstrates several benefits on adiposity and cardio-metabolic risk factors among obese subjects.","[{""entity_group"": ""methodology"", ""word"": ""dietary intervention"", ""start"": 79, ""end"": 99, ""score"": 0.99464350938797}]",IAO:0000319 discussion section
